81,60
120,64
172,65
236,51
267,73
316,72
354,69
405,71
442,74
494,75
535,73
571,75
609,73
712,71
738,73
791,72
830,80
887,79
931,72
975,82
1008,84
1069,81
1093,81
1153,81
1232,87
1280,85
1379,86
1411,90
1462,91
1498,87
1559,90
1605,90
1652,92
1691,88
1755,90
1822,94
1872,97
1915,91
1955,95
1945,328
1911,327
1855,324
1800,327
1721,326
1672,333
1627,322
1584,323
1549,328
1494,324
1375,315
1335,324
1310,319
1216,322
1182,322
1198,325
1121,318
1089,315
997,312
957,315
876,320
826,315
773,302
734,307
687,316
634,313
583,310
548,309
501,305
468,300
417,304
395,308
299,305
241,305
210,306
154,299
118,301
78,296







































