69,62
105,60
158,61
203,62
245,59
287,60
321,60
376,63
410,71
476,61
514,63
551,60
596,62
660,62
742,63
789,62
823,69
860,59
910,63
935,64
997,64
1043,61
1077,57
1135,65
1174,65
1220,65
1260,64
1295,71
1355,67
1393,66
1449,65
1471,65
1516,62
1576,67
1623,70
1664,67
1719,68
1766,65
1809,68
1843,67
1896,71
1937,65
1926,299
1871,298
1850,297
1751,306
1786,296
1692,300
1652,298
1596,295
1507,294
1537,300
1415,295
1474,295
1381,293
1328,295
1290,294
1248,295
1196,297
1158,292
1121,293
1078,296
1032,296
978,293
938,295
883,296
862,290
797,295
731,286
714,294
685,296
672,290
646,293
607,293
547,292
491,293
453,296
427,293
375,302
319,298
263,298
230,289
173,285



















