57,105
87,107
165,107
183,111
236,103
299,105
319,105
370,105
396,108
462,108
511,108
570,111
594,101
635,105
630,108
690,102
735,109
800,107
824,118
873,110
932,99
953,103
999,110
1056,103
1092,105
1143,107
1190,99
1229,106
1265,105
1335,107
1370,108
1408,106
1435,104
1497,103
1629,101
1670,105
1724,101
1820,102
1862,103
1912,98
1960,106
90,342
127,338
166,340
227,339
259,345
301,340
358,343
413,341
465,346
492,343
529,340
567,340
626,340
689,341
722,337
764,336
804,342
854,339
888,344
924,338
990,337
1046,345
1065,335
1124,338
1167,336
1208,338
1250,339
1298,337
1347,343
1407,336
1479,338
1545,342
1566,338
1612,337
1670,335
1717,336
1754,339
1803,339
1844,334
1933,337
1420,342






































