65,56
111,59
181,59
254,59
290,56
319,59
391,54
437,63
478,72
494,62
555,66
619,66
689,59
751,57
791,64
838,69
871,68
907,77
905,69
953,61
984,79
1051,70
1073,80
1140,86
1144,65
1174,75
1211,78
1250,82
1293,82
1320,76
1401,75
1438,75
1485,81
1537,86
1554,74
1599,76
1623,81
1675,88
1727,85
1777,75
1810,80
1855,85
1900,90
1923,333
1888,324
1836,326
1793,306
1751,320
1667,322
1646,315
1599,320
1504,319
1456,317
1418,316
1381,315
1332,311
1246,313
1181,307
1140,309
1091,312
1062,310
984,310
949,307
916,303
863,304
852,313
793,307
747,304
701,302
670,298
620,300
564,299
533,297
491,299
446,299
398,299
351,299
324,296
248,293
211,295
169,293
103,297
62,293
638,67






















