48,70
99,73
146,87
186,88
224,77
325,70
394,87
412,87
471,81
505,87
558,80
582,79
630,80
631,96
683,79
758,91
808,89
884,91
941,87
1017,83
1071,87
1107,90
1146,94
1193,88
1255,93
1280,91
1331,90
1415,93
1451,88
1512,87
1530,97
1568,97
1618,98
1675,103
1703,101
1762,95
1796,99
1853,93
1895,101
1901,331
1830,331
1860,329
1764,325
1717,326
1678,325
1637,328
1598,326
1541,324
1511,320
1466,321
1419,325
1376,322
1337,324
1250,320
1209,318
1183,319
1125,312
1075,313
1046,319
993,314
950,319
910,311
865,327
810,311
779,310
737,310
685,313
651,311
552,317
506,317
462,312
436,313
350,305
379,312
278,302
201,302
124,302
61,305
300,311
163,298
320,80
514,316




















