67,52
108,54
146,53
198,59
229,58
299,59
339,46
360,57
374,63
439,55
463,67
504,63
559,69
606,69
654,67
692,68
732,69
762,71
833,67
861,69
899,75
951,71
988,73
1030,69
1040,77
1077,75
1137,74
1205,73
1227,79
1257,78
1299,79
1355,82
1400,78
1435,82
1484,81
1530,76
1583,89
1616,88
1667,83
1699,90
1757,89
1793,87
1835,89
1875,90
1893,321
1823,321
1769,322
1725,316
1670,322
1616,319
1598,322
1496,318
1462,317
1403,318
1308,310
1299,307
1222,303
1208,311
1148,308
1124,316
1048,303
1000,308
986,302
918,313
891,306
847,306
812,304
745,314
711,301
614,302
576,300
538,294
484,298
434,302
400,290
361,291
289,291
211,292
244,294
146,290
111,285
86,290
26,282



















