78,94
140,80
170,90
176,95
268,92
310,92
342,93
406,90
423,94
462,95
553,93
596,88
632,94
678,98
684,87
705,93
773,96
809,95
845,99
905,97
936,92
983,99
1021,99
1062,97
1112,98
1146,101
1190,99
1240,102
1280,99
1338,100
1363,105
1416,100
1452,104
1508,101
1544,109
1610,108
1641,113
1682,111
1730,101
1772,104
1788,333
1783,332
1759,339
1581,330
1635,335
1660,331
1688,332
1494,328
1436,329
1408,328
1354,323
1310,323
1275,323
1231,323
1228,333
1180,333
1173,323
1136,324
1105,326
1053,332
1008,320
927,322
949,329
866,322
823,323
800,317
763,321
709,319
662,321
630,319
587,316
541,320
501,322
466,318
416,316
380,318
318,316
305,321
253,318
186,310
171,307
125,319
74,318
























