44,61
88,57
127,56
173,63
209,67
232,67
296,66
342,68
385,69
429,64
476,70
516,71
559,63
609,70
650,65
689,71
739,71
763,67
823,74
868,71
893,71
956,73
1036,76
1076,77
1106,82
1149,83
1211,81
1240,79
1292,81
1336,81
1373,82
1432,84
1477,83
1510,84
1544,82
1586,81
1629,86
1681,87
1724,88
1764,98
1806,316
1737,310
1677,310
1650,309
1611,318
1523,306
1452,310
1428,310
1383,308
1334,312
1293,307
1256,306
1211,300
1178,306
1125,308
1082,303
1025,304
993,295
935,298
906,297
850,301
811,299
778,299
729,301
654,297
681,305
605,290
554,286
516,286
482,298
416,292
386,295
348,290
301,291
262,291
223,289
167,287
93,281
1339,82






























