137,46
181,48
222,46
260,55
317,52
352,44
410,49
448,51
470,61
470,51
529,51
575,56
613,56
660,57
704,53
716,54
742,66
801,58
828,51
879,56
911,56
935,59
971,57
1004,59
1065,63
1108,64
1146,63
1190,62
1235,61
1279,64
1324,64
1363,67
1402,66
1442,64
1480,60
1547,66
1596,65
1623,71
1685,69
1726,73
1772,73
1811,309
1756,304
1693,310
1666,301
1616,302
1571,300
1519,292
1459,297
1437,302
1385,294
1239,299
1312,300
1215,292
1170,297
1127,294
1094,297
1045,293
1003,289
963,291
920,292
854,286
825,292
780,292
746,283
693,289
599,285
521,283
485,283
421,278
379,281
299,282
332,272
251,281
213,280
126,277
100,271
55,272
572,278






















