74,128
138,123
172,123
218,119
267,120
349,120
415,127
454,119
486,123
526,108
571,117
608,115
669,118
706,108
743,110
789,113
827,111
888,115
908,113
964,111
1003,113
1051,115
1094,119
1152,117
1185,112
1242,112
1277,105
1329,114
1376,112
1412,104
1451,109
1494,106
1552,104
1593,106
1641,105
1674,108
1712,99
1776,103
1830,100
1871,100
1925,104
311,350
345,358
416,356
437,351
456,355
489,349
518,338
580,345
634,345
672,348
717,347
768,344
818,347
845,354
858,355
889,348
944,348
986,348
1033,346
1069,348
1103,343
1119,342
1145,339
1194,343
1246,346
1293,343
1354,342
1381,340
1419,339
1464,340
1514,336
1560,335
1592,345
1656,337
1673,340
1732,342
1779,336
1821,335
1888,340
1918,336
805,116
































