66,37
129,44
175,51
207,45
252,48
298,50
329,59
384,51
438,53
559,58
579,59
602,60
693,66
668,59
745,52
774,67
822,63
876,65
924,65
955,56
975,62
1055,66
1074,74
1129,67
1187,77
1225,70
1278,75
1317,72
1355,66
1401,73
1450,76
1494,81
1515,69
1555,80
1567,70
1646,79
1658,78
1690,82
1756,86
1793,85
1837,86
1912,83
1868,312
1818,314
1788,317
1730,316
1676,313
1638,310
1603,306
1563,305
1504,306
1468,306
1410,303
1382,298
1336,299
1315,302
1263,300
1212,302
1176,307
1106,302
1073,294
1028,299
991,293
969,296
922,294
881,293
835,292
784,288
737,289
712,286
646,281
626,281
581,284
519,283
428,276
391,277
345,279
278,264
263,278
208,280
156,273
108,272
81,269




















