78,95
109,97
157,92
196,89
254,91
286,90
322,89
381,100
435,82
471,82
516,80
558,75
594,91
654,79
688,73
742,71
773,70
815,64
855,64
917,68
934,73
986,66
1041,67
1070,66
1107,70
1155,61
1214,60
1250,54
1295,61
1335,57
1389,53
1534,48
1558,53
1568,51
1648,36
1740,38
1773,41
1804,45
1862,32
1686,276
1642,275
1603,278
1559,283
1514,280
1469,279
1430,276
1378,278
1331,280
1292,287
1266,279
1212,286
1169,288
1126,288
1066,287
1027,285
988,292
944,291
896,300
856,297
815,297
773,300
738,300
679,305
644,304
609,308
576,321
505,312
458,313
442,311
375,315
310,312
281,313
222,315
212,318
61,318
100,319
155,317
569,306





















