41,53
83,57
153,62
192,62
232,71
260,59
298,63
339,63
400,63
455,61
485,59
564,67
605,70
644,68
692,72
738,63
778,63
804,67
864,66
866,60
903,69
950,68
1003,67
1032,71
1054,56
1130,69
1165,67
1225,61
1248,65
1298,70
1343,73
1435,73
1466,72
1521,76
1593,63
1643,70
1694,76
1760,74
1797,73
1828,72
1789,299
1768,303
1708,297
1673,292
1635,300
1581,294
1545,298
1499,295
1448,299
1403,300
1381,297
1311,298
1294,299
1225,293
1244,295
1177,297
1140,303
1136,299
1075,292
1050,291
969,296
946,293
897,289
784,284
753,290
718,286
684,288
629,291
625,287
582,290
549,289
498,288
464,296
413,290
373,292
327,287
307,287
260,291
198,288
165,291
81,285
40,290
605,56








