108,60
141,62
186,69
237,64
282,69
312,66
351,68
381,70
452,65
488,69
555,77
584,77
617,79
678,73
730,81
758,75
805,81
861,81
902,73
943,79
988,80
1031,79
1068,85
1127,84
1174,86
1212,87
1262,89
1318,87
1391,92
1438,90
1483,92
1519,98
1560,95
1609,95
1658,100
1699,92
1746,101
1816,103
1838,102
1891,99
1947,108
1945,334
1918,336
1859,335
1814,331
1821,334
1771,340
1740,332
1690,330
1626,328
1591,329
1539,330
1496,324
1460,330
1445,323
1408,321
1356,326
1335,319
1241,322
1219,315
1182,325
1146,320
1099,315
1045,318
1011,315
953,316
915,314
886,315
867,313
832,311
804,312
760,313
694,310
662,312
565,316
579,308
488,302
436,305
399,301
333,312
299,299
236,304
129,301




























