98,87
119,92
111,87
151,87
211,87
264,82
291,86
398,88
528,85
605,85
671,85
701,89
785,81
1364,67
1410,72
1496,73
1518,75
1526,70
1582,68
1635,76
1708,68
1712,71
1763,74
1786,60
1862,65
1904,63
1960,73
1946,296
1892,300
1837,302
1784,312
1799,294
1749,304
1705,301
1660,310
1590,307
1551,311
1523,310
1496,309
1439,312
1394,317
1345,310
1265,318
1237,315
1183,316
1123,315
1079,307
1019,310
1016,316
948,320
894,312
870,313
841,313
787,318
718,318
640,314
595,322
549,313
479,317
439,309
159,313
188,334
382,335
1177,316
1567,313
1889,309

















