114,118
159,114
189,112
215,111
274,119
370,106
341,116
398,110
468,116
509,115
546,120
593,107
620,118
675,121
724,126
792,119
821,115
857,117
895,112
932,118
980,117
1099,114
1127,117
1152,116
1218,120
1225,351
1263,117
1302,116
1351,113
1397,111
1453,110
1472,114
1535,114
1584,114
1623,112
1660,113
1698,115
1773,112
1799,112
1850,120
1860,123
1875,115
1946,114
1979, 116
107,347
185,349
216,349
255,349
290,348
350,347
400,350
445,348
490,346
527,344
582,347
643,350
663,353
712,358
758,347
811,346
843,351
893,350
933,349
995,350
1030,351
1060,341
1084,348
1162,350
1241,350
1303,348
1337,352
1379,350
1426,348
1476,358
1540,349
1579,347
1614,342
1656,343
1702,358
1779,342
1812,358
1837,344
1869,346
1924,349
1976,348



















