68,48
91,51
152,42
162,57
190,49
245,53
274,54
322,50
355,50
429,56
460,49
501,65
512,52
609,49
633,48
683,55
718,54
768,60
808,68
811,58
874,55
945,61
1005,61
1040,64
1099,62
1130,65
1194,65
1268,63
1306,67
1370,63
1404,70
1456,67
1494,67
1533,65
1623,68
1609,58
1661,69
1716,74
1759,62
1825,66
1849,71
1904,74
1937,75
1935,314
1897,310
1839,310
1803,306
1730,309
1687,306
1651,317
1591,305
1574,302
1495,303
1474,301
1441,313
1395,301
1281,301
1333,306
1235,293
1213,303
1062,298
1111,299
1148,300
1029,297
892,291
937,292
846,298
818,287
758,293
711,289
674,292
630,293
581,285
535,290
492,291
447,288
382,288
360,287
312,285
264,285
230,289
150,287
179,291
95,289
45,281











