109,109
153,109
186,108
224,107
300,109
317,109
351,107
419,109
467,111
567,109
606,107
642,108
685,112
721,110
774,114
810,113
852,111
899,106
936,110
971,109
1019,109
1072,110
1095,113
1168,110
1214,113
1297,109
1324,113
1385,113
1425,121
1465,116
1504,115
1551,115
1595,111
1630,106
1665,117
1729,114
1763,118
1824,114
1862,119
1899,117
1942,114
1980,116
134,338
262,336
302,342
335,340
389,348
429,344
476,341
521,343
545,339
629,344
662,345
679,342
673,357
725,349
750,348
783,347
833,338
860,343
933,344
963,347
1017,340
1063,344
1096,339
1127,342
1179,342
1233,345
1279,351
1327,343
1364,346
1406,347
1449,349
1495,344
1539,346
1593,338
1601,348
1673,350
1718,353
1755,358
1807,351
1850,350
1899,349
1949,351












































