111,42
292,48
318,54
378,49
435,52
470,48
519,53
559,49
571,45
575,67
590,54
634,58
679,58
724,57
779,59
817,65
853,62
887,49
891,59
898,66
948,64
989,69
1022,67
1080,69
1162,67
1199,66
1238,64
1261,72
1250,73
1235,59
1319,68
1372,72
1462,73
1489,76
1544,74
1584,78
1622,73
1661,77
1701,80
1711,84
1722,79
1758,80
1775,74
1798,70
74,260
124,270
169,266
213,268
223,267
251,263
290,265
344,269
391,271
458,272
467,272
521,273
551,272
582,272
589,282
645,277
643,263
649,255
679,276
734,281
746,275
787,280
834,282
887,280
915,280
951,280
1012,279
1016,281
1062,284
1088,283
1132,287
1164,287
1186,290
1262,294
1287,287
1358,285
1393,286
1440,293
1496,291
1538,293
1574,293
1600,303
1618,298
1658,294
1711,301
1741,297
1801,303
1782,305
1779,292



























