93,71
124,60
189,65
228,63
256,65
324,64
347,65
403,61
435,61
488,66
541,60
563,59
595,67
645,60
698,59
723,63
761,63
796,60
868,66
910,62
943,60
991,58
1025,60
1067,58
1112,58
1173,49
1200,58
1242,58
1261,63
1320,60
1375,57
1410,52
1436,61
1479,56
1511,51
1543,59
1592,66
1648,56
1682,54
1729,54
1773,56
1828,49
1866,277
1811,280
1758,283
1684,284
1628,284
1584,279
1545,292
1488,282
1458,277
1417,282
1377,286
1332,287
1267,283
1218,281
1213,293
1137,284
1061,285
1018,293
981,294
934,284
896,286
851,289
798,293
777,285
709,297
685,296
643,287
568,290
552,300
502,289
424,292
370,291
334,294
293,293
203,294
213,296
159,300
134,295
1092,290
1077,287



















