72,98
105,95
128,97
191,104
270,103
247,94
318,93
367,89
403,93
449,94
529,90
579,92
610,95
652,92
701,92
756,79
743,92
833,101
878,94
916,96
948,93
992,90
1047,85
1097,91
1119,90
1177,90
1204,95
1265,90
1306,92
1400,88
1435,84
1475,86
1566,87
1611,93
1667,90
1711,89
1759,75
1771,83
1793,88
1844,87
61,317
94,316
289,326
330,320
361,321
394,319
465,326
496,323
540,325
549,327
564,316
647,325
681,317
707,318
727,323
733,331
786,318
1844,313
1796,312
1762,317
1725,317
1621,314
1572,313
1527,304
1442,316
1307,316
1261,315
1227,315
1192,314
1146,313
1091,316
1044,323
993,317
949,316
917,327
855,321
845,325
842,320
1664,322























