28,28
58,26
102,25
156,32
156,28
191,31
257,26
295,34
338,32
382,35
440,16
433,23
427,31
461,29
495,32
553,33
594,32
628,40
686,33
709,11
707,29
742,28
811,36
833,38
888,40
934,39
968,41
996,44
1008,35
1039,44
1121,46
1141,45
1151,43
1182,46
1216,41
1258,41
1311,37
1359,45
1386,28
1402,50
1444,48
1483,46
1530,51
1560,50
1600,51
35,250
90,250
115,249
146,253
204,252
277,255
306,256
345,254
390,254
440,255
491,256
520,259
561,240
603,261
625,267
635,261
693,257
718,262
786,258
820,258
854,262
883,260
896,254
961,267
1008,265
1038,261
1059,264
1110,265
1167,270
1190,272
1207,254
1209,261
1254,263
1292,272
1324,276
1386,272
1412,277
1470,275
1516,274
1522,281
1553,281
1585,280
1629,275
1668,277
1685,278
1740,277
1771,276















