135,107
218,104
281,105
370,108
390,116
451,107
495,113
548,116
590,114
625,106
664,114
721,104
769,102
814,96
865,107
904,105
955,108
997,102
1018,106
1077,103
1131,99
1165,105
1213,102
1248,105
1306,98
1358,102
1398,103
1435,101
1498,97
1536,112
1583,110
1617,108
1672,103
1730,109
1767,104
1799,104
1848,108
1918,105
1966,100
78,355
118,351
181,348
226,353
274,350
330,346
352,341
407,348
468,346
501,346
515,339
545,353
578,344
622,349
665,358
707,347
749,344
793,340
848,345
896,341
941,341
985,353
1015,343
1071,341
1116,342
1160,342
1199,337
1252,339
1305,343
1332,341
1376,334
1422,345
1461,337
1521,344
1550,334
1604,345
1673,338
1694,333
1751,341
1789,339
1838,335
1877,345
1925,334
1967,332





